num visits,num species,NLCD2011_FS_C11_375_PLAND,NLCD2011_FS_C12_375_PLAND,NLCD2011_FS_C21_375_PLAND,NLCD2011_FS_C22_375_PLAND,NLCD2011_FS_C23_375_PLAND,NLCD2011_FS_C24_375_PLAND,NLCD2011_FS_C31_375_PLAND,NLCD2011_FS_C41_375_PLAND,NLCD2011_FS_C42_375_PLAND,NLCD2011_FS_C43_375_PLAND,NLCD2011_FS_C52_375_PLAND,NLCD2011_FS_C71_375_PLAND,NLCD2011_FS_C81_375_PLAND,NLCD2011_FS_C82_375_PLAND,NLCD2011_FS_C90_375_PLAND,NLCD2011_FS_C95_375_PLAND,HOUSING_DENSITY,HOUSING_PERCENT_VACANT,ELEV_GT,DIST_FROM_FLOWING_FRESH,DIST_IN_FLOWING_FRESH,DIST_FROM_STANDING_FRESH,DIST_IN_STANDING_FRESH,DIST_FROM_WET_VEG_FRESH,DIST_IN_WET_VEG_FRESH,DIST_FROM_FLOWING_BRACKISH,DIST_IN_FLOWING_BRACKISH,DIST_FROM_STANDING_BRACKISH,DIST_IN_STANDING_BRACKISH,DIST_FROM_WET_VEG_BRACKISH,DIST_IN_WET_VEG_BRACKISH,LATITUDE,LONGITUDE,LOC_ID
490.00000,333.00000,8.03387,0.00000,2.18845,2.61222,27.82654,19.07856,1.30278,19.12841,3.10244,10.85202,7.88551,0.64049,57.36560,75.62259,1.40603,1.09327,433.78326,0.03236,72.00000,4.00000,4.00000,4.00000,1.00000,7.00000,0.00000,1.00000,8.00000,9.00000,4.00000,5.00000,3.00000,42.63927,-75.63927,0.72825
519.00000,143.00000,83.26268,0.00000,19.75234,26.98656,20.35664,9.95146,0.92273,64.44623,9.55784,13.54850,10.90867,0.99064,84.20668,42.26672,16.38239,1.68849,364.94041,0.05391,451.00000,4.00000,0.00000,6.00000,2.00000,0.00000,8.00000,6.00000,6.00000,0.00000,9.00000,4.00000,7.00000,42.64840,-75.64840,0.55736
236.00000,47.00000,2.55065,0.00000,4.55006,3.17431,16.09327,10.19026,0.35077,28.84883,9.21938,13.32249,2.74558,1.26893,15.94384,50.31315,9.70026,0.28851,476.92493,0.09664,154.00000,2.00000,3.00000,5.00000,3.00000,2.00000,5.00000,2.00000,2.00000,8.00000,1.00000,6.00000,1.00000,42.65753,-75.65753,0.26192
956.00000,274.00000,56.35668,0.00000,8.45994,11.49243,32.64609,9.39765,1.44963,3.64636,3.63428,11.41554,12.43328,1.34535,22.10673,71.74779,19.53316,0.76704,245.41416,0.03838,375.00000,4.00000,3.00000,8.00000,8.00000,8.00000,9.00000,1.00000,4.00000,2.00000,5.00000,7.00000,6.00000,42.66667,-75.66667,0.78386
692.00000,224.00000,94.43749,0.00000,15.30690,10.21262,3.46091,3.36630,1.77998,91.16672,0.54339,7.14487,16.13301,0.09232,48.01185,5.88585,7.39121,1.45749,341.31503,0.04563,76.00000,2.00000,5.00000,2.00000,9.00000,2.00000,8.00000,3.00000,7.00000,5.00000,7.00000,3.00000,7.00000,42.67580,-75.67580,0.04702
832.00000,496.00000,65.79403,0.00000,16.73133,6.49170,18.09068,15.43093,1.98457,3.05894,14.35643,6.85603,13.28037,1.84046,69.41361,11.05279,16.42628,1.56798,163.86406,0.03710,335.00000,3.00000,8.00000,7.00000,9.00000,4.00000,8.00000,2.00000,4.00000,2.00000,4.00000,6.00000,1.00000,42.68493,-75.68493,0.26606
109.00000,493.00000,99.65731,0.00000,12.08974,34.28495,9.22976,11.56284,1.99073,76.17097,8.13334,19.58021,13.83718,0.40351,11.57011,43.01003,12.16767,1.56011,359.40618,0.01512,460.00000,2.00000,8.00000,7.00000,9.00000,9.00000,3.00000,0.00000,8.00000,9.00000,8.00000,6.00000,1.00000,42.69406,-75.69406,0.59339
883.00000,471.00000,87.13561,0.00000,2.65579,17.79446,13.64084,11.98645,1.13599,87.85963,15.77241,10.25463,15.98096,0.82998,38.14762,51.01698,16.12239,1.28892,150.19450,0.09709,319.00000,0.00000,0.00000,8.00000,1.00000,3.00000,0.00000,1.00000,4.00000,3.00000,3.00000,5.00000,9.00000,42.70320,-75.70320,0.72247
657.00000,307.00000,66.15996,0.00000,16.06522,22.44595,5.03071,6.25412,0.27457,38.48543,0.63842,0.93257,16.16946,1.01260,69.99043,56.53557,18.64188,1.93719,330.80337,0.06466,289.00000,1.00000,5.00000,9.00000,4.00000,9.00000,8.00000,1.00000,7.00000,7.00000,2.00000,5.00000,1.00000,42.71233,-75.71233,0.24925
526.00000,467.00000,43.55486,0.00000,12.33212,42.03321,3.77144,6.07006,0.63067,76.17504,0.99362,2.90242,10.60154,1.70474,83.47563,53.30221,4.37486,0.47003,105.40187,0.08108,42.00000,2.00000,3.00000,7.00000,0.00000,6.00000,1.00000,0.00000,2.00000,7.00000,7.00000,7.00000,0.00000,42.72146,-75.72146,0.63138
579.00000,143.00000,51.52449,0.00000,4.10235,6.86261,1.44282,6.06798,0.14692,45.02174,11.59797,9.76662,17.28487,0.96811,0.94075,50.33615,17.45704,0.48593,251.98512,0.03464,21.00000,3.00000,7.00000,5.00000,5.00000,6.00000,0.00000,7.00000,8.00000,8.00000,3.00000,4.00000,7.00000,42.73059,-75.73059,0.00165
88.00000,164.00000,57.70433,0.00000,18.25475,18.03577,17.36074,6.15123,0.38636,80.69390,17.94669,14.91355,15.65619,0.69090,16.01374,19.88371,6.23800,0.96656,60.86255,0.02156,417.00000,4.00000,0.00000,2.00000,6.00000,1.00000,6.00000,4.00000,2.00000,4.00000,5.00000,6.00000,0.00000,42.73973,-75.73973,0.57934
102.00000,433.00000,75.75161,0.00000,11.65569,42.01274,18.38669,7.20423,0.49350,9.74739,19.17619,4.65125,19.63837,1.73794,81.36048,29.10563,12.02055,0.98001,175.45400,0.00936,188.00000,4.00000,2.00000,2.00000,8.00000,0.00000,4.00000,7.00000,4.00000,0.00000,3.00000,9.00000,2.00000,42.74886,-75.74886,0.10918
38.00000,487.00000,76.69043,0.00000,4.24147,24.79752,19.64520,2.37206,0.80264,39.49001,12.31786,9.82373,16.64688,1.70560,38.68042,73.68239,2.44728,0.96993,36.49231,0.05478,250.00000,1.00000,9.00000,2.00000,5.00000,3.00000,2.00000,7.00000,0.00000,3.00000,2.00000,8.00000,7.00000,42.75799,-75.75799,0.67163
462.00000,417.00000,56.99899,0.00000,11.02448,6.26810,19.40128,16.68144,1.77706,81.47697,9.71231,9.27396,16.80887,0.13712,19.88621,75.79006,5.84792,1.79008,489.45264,0.00009,393.00000,0.00000,5.00000,8.00000,8.00000,8.00000,4.00000,3.00000,5.00000,1.00000,1.00000,1.00000,2.00000,42.76712,-75.76712,0.98796
474.00000,475.00000,6.91843,0.00000,1.90834,30.58157,18.56655,15.53021,0.75036,57.52845,18.29815,3.32189,17.93759,0.66795,3.37623,57.73799,13.63758,1.83715,252.50434,0.01816,313.00000,0.00000,3.00000,6.00000,7.00000,6.00000,8.00000,6.00000,2.00000,5.00000,2.00000,0.00000,4.00000,42.77626,-75.77626,0.43701
922.00000,343.00000,27.25704,0.00000,9.63166,24.47955,6.44012,7.30386,0.84898,17.42096,3.48474,11.29867,17.53537,0.85476,9.43645,44.07122,0.67583,1.34349,491.05020,0.05401,414.00000,4.00000,6.00000,0.00000,0.00000,9.00000,0.00000,1.00000,5.00000,0.00000,6.00000,4.00000,2.00000,42.78539,-75.78539,0.63710
856.00000,144.00000,12.83692,0.00000,7.58392,38.35286,24.60064,16.95472,1.50330,66.92882,8.20758,3.79053,6.43027,0.78855,40.49517,67.16496,1.31998,1.50465,346.81850,0.07010,481.00000,2.00000,8.00000,0.00000,8.00000,0.00000,6.00000,5.00000,8.00000,3.00000,1.00000,3.00000,6.00000,42.79452,-75.79452,0.42658
54.00000,174.00000,93.86537,0.00000,8.46984,28.72715,26.84829,16.50282,1.14326,95.37271,7.85156,18.87919,11.52258,1.78227,56.34367,61.75702,18.32930,0.91987,53.37602,0.00206,213.00000,4.00000,3.00000,6.00000,0.00000,3.00000,3.00000,0.00000,4.00000,2.00000,2.00000,2.00000,2.00000,42.80365,-75.80365,0.58382
780.00000,308.00000,96.64411,0.00000,17.74889,35.17132,35.54384,14.02808,1.68859,40.99460,19.56971,4.74162,4.94493,0.98548,11.49257,20.12645,1.15302,1.41414,40.87500,0.03495,148.00000,0.00000,5.00000,8.00000,9.00000,6.00000,2.00000,9.00000,4.00000,1.00000,3.00000,6.00000,9.00000,42.81279,-75.81279,0.51037
921.00000,297.00000,27.81114,0.00000,13.64680,28.46096,37.37032,11.36834,0.84568,18.29956,7.33063,5.70122,17.44874,0.85375,93.69891,41.90104,12.89499,0.00067,383.51705,0.07211,485.00000,1.00000,3.00000,1.00000,7.00000,0.00000,9.00000,2.00000,8.00000,7.00000,7.00000,8.00000,1.00000,42.82192,-75.82192,0.06092
608.00000,34.00000,27.18876,0.00000,16.07411,32.05577,37.58421,16.18489,0.07559,13.22391,0.61496,2.13409,16.25791,1.46809,94.81856,44.02926,17.44553,0.02743,242.24873,0.03515,7.00000,2.00000,8.00000,7.00000,9.00000,5.00000,2.00000,1.00000,1.00000,6.00000,9.00000,0.00000,1.00000,42.83105,-75.83105,0.48236
681.00000,335.00000,81.42387,0.00000,10.52324,37.82017,41.48556,14.97972,0.45941,94.64699,12.30592,13.13651,2.18279,0.38768,44.29998,53.92723,9.65187,1.97965,357.72659,0.05520,331.00000,0.00000,6.00000,0.00000,8.00000,7.00000,2.00000,2.00000,3.00000,1.00000,5.00000,5.00000,7.00000,42.84018,-75.84018,0.17901
60.00000,410.00000,34.75292,0.00000,17.29154,19.58858,49.62866,14.28147,1.30761,76.25084,13.51554,2.40246,1.65643,0.80439,94.45527,15.38998,5.52067,1.62405,77.21280,0.07973,81.00000,2.00000,6.00000,3.00000,6.00000,6.00000,3.00000,5.00000,3.00000,7.00000,4.00000,0.00000,3.00000,42.84932,-75.84932,0.46748
667.00000,72.00000,62.51027,0.00000,5.72211,41.04029,0.64409,2.06717,0.38252,79.22654,19.30689,18.17171,19.19696,0.79851,30.03759,79.93658,16.10170,1.23731,199.67269,0.03594,225.00000,4.00000,7.00000,1.00000,5.00000,8.00000,7.00000,5.00000,5.00000,6.00000,6.00000,0.00000,9.00000,42.85845,-75.85845,0.26691
760.00000,123.00000,61.24219,0.00000,9.73321,20.84585,33.70369,9.60917,1.99358,69.93329,10.83448,14.40530,2.69966,1.59402,0.74066,69.31866,12.85794,1.08373,479.45499,0.00712,385.00000,1.00000,4.00000,7.00000,8.00000,3.00000,9.00000,5.00000,1.00000,8.00000,6.00000,4.00000,3.00000,42.86758,-75.86758,0.24011
792.00000,400.00000,40.66159,0.00000,12.48711,48.71529,39.38290,16.64779,0.89203,29.13268,18.07921,12.11723,17.54325,0.93297,17.94720,39.90772,16.25589,1.89561,77.83045,0.02933,205.00000,0.00000,5.00000,7.00000,8.00000,4.00000,7.00000,1.00000,4.00000,1.00000,0.00000,4.00000,6.00000,42.87671,-75.87671,0.20632
354.00000,173.00000,67.49268,0.00000,12.03277,11.71042,6.82088,1.77684,1.58000,16.74545,18.83707,6.47711,2.86653,0.51057,59.65019,0.40732,19.89122,0.82368,284.87522,0.07278,228.00000,4.00000,9.00000,6.00000,8.00000,5.00000,3.00000,0.00000,5.00000,2.00000,1.00000,8.00000,4.00000,42.88584,-75.88584,0.06368
698.00000,313.00000,86.00473,0.00000,14.36523,30.26737,3.69631,3.66349,1.31145,29.11404,7.04516,10.25083,18.23156,1.50770,9.31851,9.49463,19.94875,0.30115,440.13331,0.02861,402.00000,3.00000,0.00000,9.00000,9.00000,1.00000,4.00000,7.00000,7.00000,6.00000,2.00000,9.00000,5.00000,42.89498,-75.89498,0.37688
298.00000,136.00000,44.51302,0.00000,2.35358,24.40912,10.88294,18.89802,1.16560,2.19692,0.54587,0.22256,17.64566,1.21909,6.55198,75.91984,13.94603,0.87434,412.86810,0.08506,446.00000,2.00000,2.00000,8.00000,2.00000,9.00000,3.00000,3.00000,8.00000,6.00000,6.00000,5.00000,0.00000,42.90411,-75.90411,0.84925
629.00000,130.00000,5.32941,0.00000,8.01666,39.80000,7.05919,11.07770,1.18049,79.07390,10.11066,14.37849,17.12691,0.56107,55.84384,67.52327,1.45351,1.85748,71.17883,0.04439,57.00000,2.00000,7.00000,0.00000,4.00000,4.00000,2.00000,4.00000,1.00000,6.00000,8.00000,5.00000,7.00000,42.91324,-75.91324,0.54509
716.00000,339.00000,31.72224,0.00000,7.88762,18.89838,38.64960,10.86949,1.64500,28.53774,19.60158,14.71995,11.19767,0.82887,75.63670,18.74404,7.85390,1.84401,316.45424,0.09149,239.00000,3.00000,8.00000,6.00000,9.00000,9.00000,5.00000,0.00000,2.00000,2.00000,9.00000,1.00000,9.00000,42.92237,-75.92237,0.52016
148.00000,371.00000,24.88045,0.00000,17.60982,26.36717,8.87627,16.56722,0.25302,41.93644,0.58228,3.04128,16.48121,1.36211,29.60569,66.39902,2.79414,0.16260,134.95240,0.06194,454.00000,3.00000,7.00000,9.00000,7.00000,3.00000,2.00000,4.00000,9.00000,1.00000,1.00000,2.00000,2.00000,42.93151,-75.93151,0.11644
516.00000,219.00000,7.67774,0.00000,17.79665,29.88908,3.30616,19.59557,1.93237,73.21581,13.54814,18.37259,9.93541,0.82488,22.26219,63.53792,11.81424,1.17819,139.95735,0.02058,284.00000,4.00000,0.00000,9.00000,7.00000,4.00000,5.00000,2.00000,5.00000,1.00000,0.00000,0.00000,1.00000,42.94064,-75.94064,0.38784
375.00000,369.00000,8.74324,0.00000,10.29696,2.04253,39.24227,5.08676,0.45529,95.09982,9.26768,9.36519,19.70670,1.53007,18.69691,47.63581,15.78773,1.76041,290.21955,0.03787,247.00000,3.00000,5.00000,1.00000,1.00000,4.00000,2.00000,9.00000,9.00000,7.00000,4.00000,4.00000,7.00000,42.94977,-75.94977,0.80462
733.00000,332.00000,42.90360,0.00000,17.10556,22.27954,33.71102,9.18252,1.55338,13.58271,7.69913,19.04405,12.76805,0.50402,17.09653,73.32864,11.70367,1.33040,44.80094,0.05620,229.00000,4.00000,8.00000,6.00000,6.00000,1.00000,7.00000,8.00000,7.00000,8.00000,1.00000,2.00000,8.00000,42.95890,-75.95890,0.50250
395.00000,229.00000,31.32390,0.00000,11.74217,11.42628,8.76318,15.26419,0.38430,49.96790,6.98810,9.16158,17.86571,0.58603,83.25162,57.42978,18.26722,1.40396,307.10949,0.06755,314.00000,1.00000,7.00000,3.00000,0.00000,5.00000,7.00000,0.00000,4.00000,9.00000,7.00000,9.00000,3.00000,42.96804,-75.96804,0.56060
330.00000,45.00000,6.70828,0.00000,11.97525,8.33684,36.76464,6.71544,0.03984,5.64364,3.35757,9.22787,12.29366,0.97718,29.36393,79.29193,0.47910,1.33626,83.53158,0.03608,119.00000,3.00000,3.00000,4.00000,3.00000,1.00000,5.00000,7.00000,4.00000,9.00000,3.00000,2.00000,6.00000,42.97717,-75.97717,0.23995
422.00000,312.00000,9.73662,0.00000,1.80663,13.29890,16.02345,18.85441,0.55355,39.62915,4.40347,0.71083,4.73658,1.55080,13.94321,68.26624,17.95504,0.27137,101.84942,0.08291,470.00000,4.00000,7.00000,4.00000,5.00000,4.00000,5.00000,0.00000,5.00000,6.00000,1.00000,7.00000,0.00000,42.98630,-75.98630,0.87544
337.00000,61.00000,32.38437,0.00000,11.20554,31.45985,28.12685,7.24373,1.08866,85.17865,7.98927,17.86944,18.09055,1.35311,31.83439,48.01112,13.63131,1.17844,343.99208,0.08900,103.00000,0.00000,0.00000,3.00000,3.00000,5.00000,7.00000,5.00000,7.00000,1.00000,6.00000,8.00000,0.00000,42.99543,-75.99543,0.55456
311.00000,212.00000,44.35522,0.00000,3.58674,20.36455,24.16649,4.83363,1.65999,94.89733,16.19608,16.23888,14.56869,0.07502,54.19281,41.40310,8.50162,1.20548,39.52146,0.07510,294.00000,4.00000,8.00000,5.00000,8.00000,6.00000,2.00000,7.00000,6.00000,5.00000,6.00000,0.00000,8.00000,43.00457,-76.00457,0.23915
37.00000,112.00000,65.01208,0.00000,19.52515,37.73973,31.03968,6.40029,1.24984,50.52473,7.26468,11.05782,7.36694,0.79003,20.51352,39.66322,15.27183,1.91025,356.85746,0.08387,196.00000,3.00000,7.00000,7.00000,0.00000,4.00000,1.00000,0.00000,5.00000,1.00000,8.00000,2.00000,6.00000,43.01370,-76.01370,0.14065
294.00000,212.00000,40.51743,0.00000,17.98971,1.76595,48.53387,3.80608,0.31261,23.33651,4.61484,14.75379,5.68067,1.36404,15.64831,70.29953,18.97502,1.32359,283.63714,0.04411,202.00000,4.00000,1.00000,1.00000,0.00000,6.00000,6.00000,3.00000,8.00000,1.00000,5.00000,9.00000,9.00000,43.02283,-76.02283,0.33493
300.00000,297.00000,57.20961,0.00000,6.84186,31.45452,42.51169,14.72640,1.46982,14.21382,12.53174,11.25007,12.12083,1.98249,33.37865,63.74234,10.67576,1.52641,192.81638,0.07931,174.00000,2.00000,6.00000,8.00000,7.00000,7.00000,3.00000,4.00000,7.00000,7.00000,4.00000,2.00000,3.00000,43.03196,-76.03196,0.56485
80.00000,322.00000,24.68404,0.00000,13.47275,7.75740,39.10189,1.74412,0.39119,62.28030,15.81206,8.82241,18.95509,1.96778,51.57929,75.77526,14.37319,1.65941,304.64794,0.07171,369.00000,4.00000,3.00000,7.00000,6.00000,8.00000,5.00000,7.00000,3.00000,8.00000,2.00000,8.00000,3.00000,43.04110,-76.04110,0.06169
997.00000,392.00000,31.91018,0.00000,7.26991,46.54884,19.82827,0.16992,0.91730,44.55507,12.21994,3.55813,18.00916,1.10797,76.77945,58.81874,0.72813,1.91024,479.83043,0.04173,144.00000,0.00000,7.00000,4.00000,8.00000,3.00000,2.00000,6.00000,0.00000,2.00000,3.00000,0.00000,7.00000,43.05023,-76.05023,0.03128
269.00000,240.00000,32.74809,0.00000,1.49898,47.16866,18.86786,10.48111,0.11400,25.51356,15.13394,19.66752,11.75315,0.97414,60.44904,17.93400,13.89058,0.93460,151.01258,0.02947,364.00000,1.00000,5.00000,1.00000,1.00000,4.00000,2.00000,6.00000,9.00000,2.00000,7.00000,8.00000,2.00000,43.05936,-76.05936,0.37461
13.00000,89.00000,32.75290,0.00000,9.22618,32.60659,49.60779,18.51038,1.65097,73.91620,6.54309,16.70287,9.71793,0.83334,64.75270,61.72075,10.81928,0.32257,296.49526,0.09533,277.00000,1.00000,6.00000,9.00000,9.00000,0.00000,0.00000,0.00000,0.00000,1.00000,9.00000,3.00000,8.00000,43.06849,-76.06849,0.97290
709.00000,398.00000,41.89103,0.00000,9.85701,47.01878,48.65961,10.29232,0.71946,22.18689,5.10016,12.03722,17.12053,0.30278,56.99746,2.90566,11.89040,0.12931,379.14067,0.00931,296.00000,4.00000,8.00000,8.00000,1.00000,4.00000,4.00000,4.00000,6.00000,7.00000,8.00000,5.00000,0.00000,43.07763,-76.07763,0.57497
513.00000,346.00000,84.47614,0.00000,16.16735,49.20066,48.53145,16.12437,1.25586,2.07180,11.41702,0.99339,0.86858,1.48599,8.21526,4.10370,8.00255,1.16306,262.43850,0.05375,392.00000,4.00000,0.00000,4.00000,4.00000,2.00000,1.00000,4.00000,8.00000,7.00000,3.00000,6.00000,3.00000,43.08676,-76.08676,0.17938
342.00000,13.00000,12.08845,0.00000,9.95288,10.61828,7.54826,16.95105,0.66672,79.43337,17.93995,5.11971,19.26779,1.77658,93.50674,75.93513,3.25251,0.52529,57.32445,0.02033,401.00000,0.00000,3.00000,5.00000,8.00000,7.00000,7.00000,4.00000,8.00000,4.00000,1.00000,0.00000,7.00000,43.09589,-76.09589,0.73471
348.00000,432.00000,72.92161,0.00000,13.84470,38.70681,10.72132,5.64489,0.21866,7.67583,8.16354,17.32321,0.01665,1.16859,83.20694,32.27483,17.36707,0.03163,9.41227,0.05902,179.00000,3.00000,8.00000,4.00000,1.00000,7.00000,9.00000,3.00000,7.00000,8.00000,9.00000,0.00000,9.00000,43.10502,-76.10502,0.66259
386.00000,330.00000,99.76575,0.00000,19.25089,27.89611,41.73623,11.46160,1.23688,77.69982,4.44996,1.42005,17.94837,0.94741,17.56387,72.32605,16.52705,1.85030,190.97601,0.02864,449.00000,4.00000,3.00000,8.00000,9.00000,9.00000,3.00000,7.00000,4.00000,3.00000,3.00000,3.00000,4.00000,43.11416,-76.11416,0.79509
854.00000,3.00000,35.64364,0.00000,1.53687,23.28378,6.32311,2.37966,0.48340,71.47328,17.09972,8.04145,7.44687,1.26887,97.52632,65.90781,6.36612,1.67287,326.09229,0.02575,6.00000,3.00000,4.00000,9.00000,0.00000,1.00000,0.00000,5.00000,5.00000,2.00000,9.00000,5.00000,3.00000,43.12329,-76.12329,0.16366
984.00000,117.00000,50.06984,0.00000,17.77282,32.72256,5.74000,4.98984,0.25321,74.42642,5.60838,9.65898,15.30839,1.82842,90.81144,31.87202,13.53749,0.16380,40.84611,0.07733,392.00000,4.00000,0.00000,7.00000,5.00000,5.00000,8.00000,9.00000,6.00000,8.00000,3.00000,7.00000,4.00000,43.13242,-76.13242,0.35271
11.00000,154.00000,60.43490,0.00000,10.58476,21.20034,24.93970,13.14151,1.38247,60.59010,8.61756,11.12615,18.60011,0.84173,74.80373,3.29908,7.68933,0.89570,79.01977,0.07467,397.00000,4.00000,6.00000,2.00000,2.00000,2.00000,4.00000,8.00000,3.00000,1.00000,4.00000,3.00000,0.00000,43.14155,-76.14155,0.02654
853.00000,272.00000,10.18017,0.00000,18.28044,47.53153,7.35425,5.09815,1.87347,82.01858,4.21052,18.26718,1.36812,0.52282,61.30306,47.52009,0.03244,0.67883,371.02321,0.07865,23.00000,0.00000,7.00000,2.00000,7.00000,9.00000,4.00000,2.00000,8.00000,6.00000,8.00000,8.00000,9.00000,43.15068,-76.15068,0.76287
845.00000,104.00000,79.53330,0.00000,18.84939,4.25494,33.49766,14.70029,1.42385,55.29245,16.36712,11.83849,4.86630,0.87967,46.06755,23.77437,6.93901,0.28563,102.79013,0.00956,134.00000,3.00000,2.00000,1.00000,5.00000,3.00000,0.00000,3.00000,5.00000,7.00000,4.00000,4.00000,7.00000,43.15982,-76.15982,0.26642
616.00000,300.00000,71.14771,0.00000,10.67526,21.37938,3.29915,15.58019,1.13571,52.30207,4.33705,8.62486,3.72775,0.89932,32.69666,75.82895,11.52881,1.46401,444.48007,0.04867,231.00000,1.00000,2.00000,4.00000,8.00000,9.00000,1.00000,7.00000,7.00000,2.00000,5.00000,8.00000,3.00000,43.16895,-76.16895,0.17371
113.00000,206.00000,79.84835,0.00000,3.60870,6.36661,15.40466,4.89333,0.29364,47.42883,1.06644,17.74740,8.72668,0.58342,30.03858,73.43343,6.12999,1.51179,43.30718,0.07351,353.00000,3.00000,5.00000,5.00000,6.00000,7.00000,3.00000,8.00000,3.00000,3.00000,8.00000,1.00000,3.00000,43.17808,-76.17808,0.57160
781.00000,470.00000,36.55966,0.00000,8.33664,35.51873,18.16918,2.05057,0.79525,78.22312,0.09310,9.03663,5.72478,1.77358,4.19791,1.49702,17.71324,0.27601,330.95388,0.03091,106.00000,3.00000,0.00000,3.00000,1.00000,9.00000,1.00000,3.00000,8.00000,3.00000,1.00000,5.00000,2.00000,43.18721,-76.18721,0.30109
716.00000,189.00000,90.14005,0.00000,17.20086,3.78977,28.70278,15.28289,1.95074,22.69134,14.75259,19.66217,12.99968,0.13214,95.72373,66.17984,11.83150,1.16945,89.92796,0.04325,401.00000,3.00000,1.00000,5.00000,0.00000,0.00000,1.00000,8.00000,9.00000,1.00000,8.00000,6.00000,7.00000,43.19635,-76.19635,0.86313
544.00000,111.00000,16.51102,0.00000,11.55786,3.78855,45.27181,4.81273,1.73938,78.43037,15.55153,2.43733,8.31717,0.02109,6.79347,25.18323,3.31077,0.42981,303.21330,0.03833,87.00000,1.00000,3.00000,9.00000,4.00000,9.00000,1.00000,2.00000,9.00000,2.00000,3.00000,2.00000,2.00000,43.20548,-76.20548,0.65658
345.00000,98.00000,26.71489,0.00000,5.60696,16.04789,36.41761,1.13798,1.63369,6.22929,18.82192,2.68535,18.24143,1.88433,94.81946,74.17417,1.65824,1.16875,80.89265,0.08282,477.00000,4.00000,1.00000,2.00000,6.00000,1.00000,1.00000,5.00000,0.00000,9.00000,3.00000,8.00000,6.00000,43.21461,-76.21461,0.91675
534.00000,193.00000,72.69546,0.00000,3.15543,0.91074,16.87546,8.23016,1.24386,99.75864,14.12666,17.53915,15.43984,0.38795,91.38890,66.59038,14.74343,1.61622,64.97014,0.04164,376.00000,4.00000,5.00000,7.00000,2.00000,3.00000,2.00000,7.00000,9.00000,3.00000,9.00000,0.00000,8.00000,43.22374,-76.22374,0.50114
290.00000,175.00000,81.38481,0.00000,19.70293,17.56613,40.62398,17.29307,0.56336,25.48336,6.24460,15.28625,11.59019,0.40955,70.72789,55.68553,3.48654,0.96692,281.51982,0.01707,298.00000,2.00000,2.00000,0.00000,3.00000,8.00000,2.00000,0.00000,0.00000,6.00000,9.00000,1.00000,8.00000,43.23288,-76.23288,0.01956
254.00000,372.00000,87.65407,0.00000,17.06533,23.99459,17.63991,3.63045,1.07720,9.36357,8.79675,18.35228,13.55937,1.62762,35.77364,38.84747,4.68750,1.30515,48.38012,0.01215,404.00000,3.00000,3.00000,3.00000,3.00000,8.00000,2.00000,0.00000,9.00000,5.00000,0.00000,9.00000,0.00000,43.24201,-76.24201,0.54407
917.00000,317.00000,84.66429,0.00000,8.58543,46.23739,41.83104,8.53551,0.27698,69.92773,10.45123,9.53172,2.25999,1.69326,64.09765,45.35564,10.81611,1.11622,479.84108,0.05184,487.00000,2.00000,6.00000,9.00000,1.00000,9.00000,5.00000,5.00000,8.00000,3.00000,5.00000,2.00000,2.00000,43.25114,-76.25114,0.49959
936.00000,58.00000,33.76524,0.00000,9.34873,0.95559,2.94545,12.78392,0.29017,53.59868,3.03306,3.33998,3.93272,1.84607,14.42153,18.70148,19.52030,1.45310,172.93931,0.00666,120.00000,3.00000,9.00000,1.00000,2.00000,5.00000,4.00000,7.00000,2.00000,7.00000,8.00000,0.00000,3.00000,43.26027,-76.26027,0.70398
165.00000,357.00000,27.53982,0.00000,5.12386,38.51657,8.47332,12.81959,1.81231,32.03287,1.29729,11.82942,19.71294,0.05270,82.08500,50.83086,16.13110,1.26116,279.29741,0.06790,333.00000,0.00000,8.00000,4.00000,8.00000,4.00000,0.00000,1.00000,9.00000,1.00000,2.00000,2.00000,5.00000,43.26941,-76.26941,0.86785
22.00000,450.00000,40.20111,0.00000,3.05437,16.38964,36.91951,4.73877,0.98978,38.96855,16.73281,15.67870,16.37428,1.28481,95.27059,6.29456,5.86948,1.59807,286.52926,0.01105,25.00000,0.00000,0.00000,9.00000,4.00000,6.00000,5.00000,0.00000,0.00000,0.00000,1.00000,9.00000,5.00000,43.27854,-76.27854,0.10815
734.00000,190.00000,68.35686,0.00000,8.23584,40.35241,32.73923,11.19697,0.58309,51.95000,12.30469,17.74453,14.68454,0.22006,62.83988,43.64155,12.25484,1.40106,485.77606,0.02354,86.00000,0.00000,1.00000,0.00000,7.00000,3.00000,1.00000,8.00000,8.00000,8.00000,7.00000,6.00000,9.00000,43.28767,-76.28767,0.99110
460.00000,55.00000,84.42933,0.00000,16.96047,28.81534,33.13480,19.34125,0.28903,13.89858,0.98226,0.73167,6.41178,0.75618,45.02610,35.77180,4.88850,1.64090,376.41709,0.05815,35.00000,0.00000,2.00000,5.00000,5.00000,1.00000,1.00000,8.00000,9.00000,3.00000,0.00000,6.00000,6.00000,43.29680,-76.29680,0.97463
